"Year","Firm","ESG controversy score","Governance controversy score","Score - Emission Reduction/Biodiversity Controversies (Inactive)","Score - Product Innovation/Product Impact Controversies (Inactive)","Score - Resource Reduction/Environment Impact Controversy (Inactive)","Score - Client Loyalty/Anti-competition Controversy (Inactive)","Score - Community/Bribery Corruption Fraud Controversies (Inactive)","Score - Community/Critical Countries-Indigenous Controversy (Inactive)","Score - Community/Public Health Controversies (Inactive)","Score - Diversity and Opportunity/Diversity Controversies (Inactive)","Score - Employment Quality/Wages Work Condition Controversy (Inactive)","Score - Health & Safety/Health & Safety Controversies (Inactive)","Score - Human Rights/Child Labor Controversies (Inactive)","Score - Human Rights/Freedom of Association Controversies (Inactive)","Score - Human Rights/Human Rights Controversies (Inactive)","Score - Product Responsibility/Customer Controversies (Inactive)","Score - Product Responsibility/Social Exclusion Controversy (Inactive)","Score - Compensation Policy/Compensation Controversies (Inactive)","Score - Shareholder Loyalty/Accounting Controversies (Inactive)","Score - Shareholder Loyalty/Insider Dealings Controversies (Inactive)","Score - Shareholder Rights/Shareholder Controversies (Inactive)","mv","mc","tobin","roe","oia","ois","esg_score","assets","roa","sg","lev","div","ind","country"
2017,"CLARIANT",6.25,52.285,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,5832.17,8973360,0.936,10.28,0.071464456,0.089226909,74.77,7962000,3.98,9.06,28.81,2.28,92,"CH"
2017,"CLARKSON",8.11,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,0,50,51.63,52.54,52.06,52.91,656.97,864971,0.849,8.85,0.086206897,0.152777778,46.88,574200,5.44,5.85,0,2.85,99,"GB"
2017,"CLS HOLDINGS",53.4,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,622.91,1008305,0.718,11.16,0.042755675,0.587372449,54.03,2154100,8.84,34.94,42.19,0,112,"GB"
2017,"CMC MARKETS",57.18,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,314.12,348606,2.293,20.79,0.197221468,0.302568568,49.14,246677,16.84,-5.05,3.57,5.19,111,"GB"
2017,"CNH INDUSTRIAL",55.18,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,11407.55,15231328,0.669,-5.38,0.030757837,0.05209861,75.46,41555718,1.84,6.91,52.21,1.55,117,"IT"
2017,"CNP ASSURANCES",54.65,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,12163.44,13218072,0.072,7.13,0.005024452,0.049030347,68.97,399983900,0.35,0.16,4.46,4.35,106,"FR"
2017,"COATS GROUP",56.92,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,767.15,1242996,0.552,79.4,0.136295062,0.113553957,75.45,966440,6.17,7.02,27.56,0,101,"GB"
2017,"COCA COLA ICECEK",60.29,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,8480.71,8704576,1.091,-0.66,0.062145078,0.097684161,77.77,13394158,1.99,20.86,44.73,0.35,114,"TR"
2017,"COCA-COLA HBC",60.29,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,6426.45,8889095,1.316,11.5,0.093487301,0.095522822,86.2,5830471,7.07,11.77,24.75,1.77,114,"GB"
2017,"COFINIMMO",51.65,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,2209.53,2263617,1.035,5.36,0.041167235,0.71494825,67.07,3782134,4.12,0.48,41.66,3.55,239,"BE"
2017,"COLOPLAST B",56.67,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,96227.94,108428954,8.22,77.46,0.429656482,0.320582174,63.43,11586000,34.45,5.77,12.57,2.78,103,"DK"
2017,"COLRUYT",65.2,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,7136.95,6702146,1.599,18.67,0.096115122,0.041228209,55.37,4072200,9.46,3.44,0.47,1.72,88,"BE"
2017,"COMMERZBANK",4.32,52.285,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,9401.44,15660732,0.193,0.98,0.001281301,0.045397226,77.15,449543000,0.03,-3.67,34.4,2.66,102,"DE"
2017,"COMPASS GROUP",58.97,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,23224.27,25035279,2.658,39.6,0.175716788,0.083406266,73.43,10847000,11.58,15,36.5,2.24,256,"GB"
2017,"COMPUTACENTER",58.31,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,981.5,1414593,0.674,14.9,0.073186411,0.027790849,63.7,1440445,6.11,16.88,1.07,2.77,150,"GB"
2017,"CONTINENTAL",26.17,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,0,50,51.63,52.54,52.06,52.91,37435.1,45011346,1.164,19.64,0.119309752,0.097388064,85.24,35923300,9.07,8.53,11.34,2,53,"DE"
2017,"CONVATEC GROUP",56.67,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,4564.49,4011053,2.045,-14.92,0.071068114,0.147115659,61.27,2805562,5.99,7.93,48.08,0,103,"GB"
2017,"CORBION",57.29,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1543.73,1582755,1.9,20.78,0.146640267,0.132892228,66.06,808100,11.16,-2.15,23.34,3.3,71,"NL"
2017,"CORPORACION FINCA.ALBA",57.18,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,2517.39,2779218,0.57,11.26,-0.001169727,-0.070621469,40.54,4274500,11.88,278.61,4.57,2.32,113,"ES"
2017,"CORTICEIRA AMORIM",54.05,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1155.77,1369900,1.663,24.99,0.115173995,0.140561196,47.43,856261,9.39,9.39,24.23,1.84,70,"PT"
2017,"COUNTRYSIDE PROPERTIES",53.76,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1119.6,1562400,1.188,10.31,0.127056762,0.154291795,59.51,1027100,12.39,26,0,1.37,36,"GB"
2017,"COUNTRYWIDE",53.4,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,381.27,286111,0.658,3.63,0.037292976,0.038169132,42.29,687663,-24,-8.83,31.19,8.51,167,"GB"
2017,"COVESTRO",57.29,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,13216.16,17277533,1.548,18.98,0.250211486,0.188286886,72,10639000,20.77,18.77,16.8,1.07,33,"DE"
2017,"COVIVIO",51.65,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,6177.74,7064644,0.895,14.76,0.023099225,0.531659998,69.45,21727049,5.34,4.41,46.29,5.14,239,"FR"
2017,"CPPGROUP",56.36,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,124.19,112458,1.844,0.45,0.061656573,0.039525346,26.22,58615,8.55,24.15,0,0,259,"GB"
2017,"CRANSWICK",59.86,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1178.77,1291413,2.048,15.71,0.121142779,0.059443014,56.02,610932,12.05,22.51,2.48,1.66,71,"GB"
2017,"CREDIT AGRICOLE",57.92,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,33754.78,39246626,0.23,5.64,0.002952218,0.064214122,68.24,1547311000,0.41,0.02,22.52,5.06,102,"FR"
2017,"CREDIT SUISSE GROUP",0.4,52.285,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,30533.39,44374421,0.022,-6.48,0.002878466,0.073495445,77.75,795910000,0.86,4.18,33.11,4.79,113,"CH"
2017,"CREDITO EMILIANO",57.92,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1922.89,2342137,0.256,5.33,0.004511319,0.106241739,22.71,41390116,0.59,-9.75,20.41,2.59,102,"IT"
2017,"CREST NICHOLSON HOLDINGS",3.76,39.3775,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,0,52.54,52.06,52.91,1152.39,1448878,0.684,21.8,0.144259613,0.202837423,52.12,1466800,12.25,4.63,9.68,4.94,36,"GB"
2017,"CRH",61.21,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,23565.38,25088516,1.063,8.95,0.066776587,0.083505155,87.87,31538000,6.72,1.74,25.29,1.9,30,"GB"
2017,"CRODA INTERNATIONAL",57.29,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,4194.68,5812817,3.164,32.75,0.203330032,0.239239677,73.24,1615600,15.92,10.41,27.53,2.26,92,"GB"
2017,"CTS EVENTIM",60.13,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,2881.44,3726862,2.048,26.59,0.11240907,0.150718583,43.81,1386365,8.98,24.59,10.63,1.53,115,"DE"
2017,"CTT SYSTEMS",65.28,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1321.86,2092417,5.78,26.54,0.214700193,0.203147877,20.97,258500,19.79,8.59,11.1,0.66,98,"SE"
2017,"CYFROWY POLSAT",60.13,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,15732.83,15899114,0.98,9.22,0.066207527,0.185641902,67.08,27558800,4.69,1.02,42.38,0,257,"PL"
2017,"DAEJAN HOLDINGS",53.4,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1008.68,1048606,0.514,10.15,0.022156774,0.343238998,28.97,2406307,7.57,3.61,14.65,1.5,112,"GB"
2017,"DAILY MAIL 'A'",60.13,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,2620.08,2316976,1.475,58.16,0.077270192,0.097423768,41.38,1972300,17.61,3.31,24.32,2.83,84,"GB"
2017,"DAIMLER",4.7,52.285,52.99,0,0,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,0,50,51.63,52.54,52.06,52.91,76210.81,75744491,0.725,14.71,0.042935367,0.066037851,86.87,252752000,4.39,7.22,50.3,4.56,65,"DE"
2017,"DANONE",15.02,52.285,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,39510.94,44236618,1.013,13.12,0.081224452,0.143331847,80.98,43546000,6.37,12.45,43.06,2.66,71,"FR"
2017,"DANSKE BANK",5.68,52.285,52.99,52.06,54.61,59.67,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,214154.2,216002679,0.48,12.61,0.007045334,0.197084908,73.24,3539080000,0.95,6.77,44.73,3.67,102,"DK"
2017,"DASSAULT AVIATION",23.61,52.285,52.99,52.06,54.61,59.67,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,8857.63,10737943,0.657,11.43,0.012339068,0.038210601,43.78,14965312,5.1,32.28,7.32,1.13,98,"FR"
2017,"DAVIDE CAMPARI MILANO",60.29,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,5436.29,7428165,1.429,8.75,0.084117916,0.202698238,40.44,4376000,8.72,5.18,29.96,0.96,68,"IT"
2017,"DCC",59.48,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,5361.54,7345808,1.322,16.77,0.052503065,0.022925221,66.79,6373666,5.15,2.51,27.14,2.01,250,"GB"
2017,"DE LONGHI",57.69,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,3375.71,3771885,1.745,16.57,0.122736986,0.127865417,62.48,2055224,9.58,6.83,19.92,1.95,59,"IT"
2017,"DEBENHAMS DEAD - DELIST.10/04/19",59.59,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,703.54,497268,0.466,9.72,0.048992799,0.046038544,73.31,2194200,2.7,-0.29,14.4,5.98,87,"GB"
2017,"DECHRA PHARMACEUTICALS",66.87,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1251.55,1584039,1.961,4.93,0.06418595,0.11385429,52.85,637289,5.15,45.13,28.48,1.37,95,"GB"
2017,"DEMANT",56.67,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,33127.18,43864468,2.417,20.96,0.154132492,0.185230116,53.3,15850000,11.67,9.89,35.11,0,132,"DK"
2017,"DERWENT LONDON",51.65,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,3087.72,3475785,0.806,1.5,0.032274072,0.642941874,71.63,5038100,6.7,25.7,15.03,1.06,239,"GB"
2017,"DEUTSCHE BANK",0.24,39.3775,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,0,52.54,52.06,52.91,24243.47,32804132,0.082,-2.8,0.001071575,0.038214858,85.95,1467933000,0.01,-6.09,18.62,0,113,"DE"
2017,"DEUTSCHE BOERSE",1.16,26.3625,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,0,52.54,0,52.91,14797.31,18063863,-0.655,28.39,0.008413044,0.405388046,81.1,135040300,0.62,4.81,11.06,2.93,111,"DE"
2017,"DEUTSCHE EUROSHOP",53.4,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,2101.88,2097862,0.843,11.57,0.029602557,0.626895387,31.99,4626999,4.07,6.51,33.43,3.46,112,"DE"
2017,"DEUTSCHE LUFTHANSA",3.09,52.285,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,0,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,5888.35,14477096,0.241,25.16,0.065968225,0.064420023,71.91,34744000,7.41,12.38,19.66,1.19,129,"DE"
2017,"DEUTSCHE POST",4.5,52.285,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,0,50,51.63,52.54,52.06,52.91,39042.9,48661710,1.125,23.8,0.074120879,0.044636358,82.86,36400000,7.84,5.42,16.5,2.7,40,"DE"
2017,"DEUTSCHE TELEKOM",64.41,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,76696.44,70171821,0.967,9.13,0.057726058,0.105768076,79.96,137321000,4.26,2.53,40.25,3.35,142,"DE"
2017,"DEUTSCHE WOHNEN BR.SHS.",4.13,39.15,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,0,52.06,52.91,10303.95,12931125,0.986,19.88,0.036949219,0.646697912,62.82,20539000,9.57,3.95,35.6,1.77,112,"DE"
2017,"DEVRO",59.86,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,316.79,382313,1.174,2.02,0.098034076,0.145581938,51.09,381500,5.59,6.55,39.24,4.64,71,"GB"
2017,"DEXIA DEAD - DELIST.02/12/19",57.92,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,20.85,4176134,0.607,8.51,-0.002470856,-0.046968583,40.81,180909000,2.44,-9.37,65.25,0,102,"BE"
2017,"DFS FURNITURE",57.69,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,480.17,454790,0.852,24.06,0.086760645,0.078274551,42.78,688100,6.59,0.89,30.53,4.85,85,"GB"
2017,"DIAGEO",13.97,52.285,52.99,52.06,54.61,59.67,0.09,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,53091.15,57114275,2.13,24.83,0.125165425,0.298257261,82.45,28714000,10.58,14.93,32.13,2.81,68,"GB"
2017,"DIASORIN",56.67,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,3231.01,4099556,3.548,16.96,0.213908908,0.309898084,57.91,923552,16.15,11.97,2.6,1.13,132,"IT"
2017,"D'IETEREN",56.46,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,2331.56,2035050,0.903,2.93,0.02116464,0.026193164,63.18,4276000,2.86,9.12,3.85,1.56,203,"BE"
2017,"DIPLOMA",55.18,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1176.56,1204869,2.888,16.4,0.187568456,0.151582208,26.4,365200,13.44,18.11,0,1.92,32,"GB"
2017,"DIRECT LINE IN.GROUP",54.65,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,5042.51,5210587,0.511,11.48,0.079672053,0.189472828,52.67,8769700,6.1,19.93,7.59,3.95,107,"GB"
2017,"DISTRIBUIDORA INTNAC.DE ALIMENTACION",65.2,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,2972.23,2634056,1.028,44.38,0.03630518,0.014201878,65.1,3372191,4.03,-0.56,36.39,4.19,88,"ES"
2017,"DIXONS CARPHONE",56.46,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,4086.25,3860244,0.529,7.16,0.069571328,0.046786389,57.68,7115000,4.47,8.65,6.99,2.82,90,"GB"
2017,"DKSH HOLDING",56.36,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,4549.75,5544846,0.929,12.71,0.055432517,0.023195595,59.91,4605600,4.71,4.77,2.15,1.86,259,"CH"
2017,"DMG MORI",55.18,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,3442.76,3627204,1.338,3.91,0.059890014,0.05588407,40.4,2191367,5.49,3.65,2.24,1.37,232,"DE"
2017,"DMPKBT.NORDEN",62.61,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,4743.28,4714477,0.451,-5.44,0.011732264,0.008176473,53.97,8230722,2.7,39.97,16.72,0,99,"DK"
2017,"DNA",64.41,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1346.85,2066405,1.338,10.93,0.100455238,0.13813865,47.85,1218483,8.24,3.17,26.91,0,142,"FI"
2017,"DNB",57.92,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,211092.3,247740307,0.323,9.04,0.009600004,0.362668758,72.98,2697499000,1.13,0.31,32.44,3.47,102,"NO"
2017,"DNO",59.48,52.285,52.99,52.06,54.61,59.67,62.6,0,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,9526.72,9963735,1.234,-8.54,0.051144528,0.20725379,21.24,11589490,43.87,69.17,28.01,0,50,"NO"
2017,"DOGUS OTO SERVIS VTC.",56.46,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1931.6,1631520,0.911,21.33,0.075291791,0.029417351,64.98,5165344,9.11,10.86,57.59,15.53,90,"TR"
2017,"DOMETIC GROUP",66.11,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,19820.83,24716875,1.088,9.74,0.063205792,0.135502706,54.28,30108000,6.19,13.37,35.02,0,75,"SE"
2017,"DOMINO'S PIZZA GROUP",6.41,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,0,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1866.82,1682987,7.246,67.02,0.199946323,0.156974294,47.49,372600,22.17,31.62,31.72,2.05,72,"GB"
2017,"DRAX GROUP",14.12,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,0,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1536.91,1101435,0.337,9.48,0.017797362,0.016878324,58.17,3494900,-3.42,24.93,16.87,0.71,169,"GB"
2017,"DSM KONINKLIJKE",57.29,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,10415.61,13942383,0.944,10.23,0.069323536,0.10055607,79.27,12521000,14.87,8.99,20.99,2.87,92,"NL"
2017,"DSV PANALPINA",62.61,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,60819,89942954,1.693,12.43,0.130347647,0.065125966,57.87,37423000,8.51,10.56,18.59,0.53,131,"DK"
2017,"DUFRY 'R'",56.46,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,6841.7,7793811,1.106,0.08,0.038244991,0.045002029,46.78,9857500,1.7,7,43.13,0,90,"CH"
2017,"DUNELM GROUP",56.46,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1621.49,1189931,4.293,86.15,0.265127021,0.120133947,59.76,433000,19.16,8.48,32.22,3.12,85,"GB"
2017,"EAC INVEST",56.36,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,728.53,535627,0.389,-13.61,-0.010939951,-0.007671932,45.58,1563901,1.97,-11.51,15.08,0,259,"DK"
2017,"EASYJET",22.22,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,0,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,3989.85,4834023,0.639,15.74,0.068330263,0.080840103,60.87,5971000,5.66,8.1,16.26,5.35,129,"GB"
2017,"EDF",1.11,52.285,52.99,52.06,54.61,0,0.09,52.36,52.16,53.57,0,0,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,20559.86,30468172,0.219,6.59,-0.004439563,-0.017822266,61.65,279532000,1.58,-2.21,20.34,10.57,169,"FR"
2017,"EDINBURGH IT.",50.85,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1400.97,1396082,0.975,9.43,0.110243151,1.405747395,36.29,1747392,12.08,10.59,11.92,3.43,109,"GB"
2017,"EDP RENOVAVEIS",59.04,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,5273.1,6077371,0.605,0.92,0.046128539,0.407952771,58.29,16159324,2.51,10.69,23.84,0.83,96,"ES"
2017,"EFG INTERNATIONAL N",57.92,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,1769.82,2983674,-0.052,15.4,-0.001025762,-0.027528271,29.31,41530100,-0.08,47.87,13.46,4.06,102,"CH"
2017,"EI GROUP",58.97,52.285,52.99,52.06,54.61,59.67,62.6,52.36,52.16,53.57,55.04,52.79,50.67,50.82,50.94,57.65,50,51.63,52.54,52.06,52.91,592.91,663845,0.637,4.91,0.06512301,0.416666667,63.23,4146000,5.28,2.53,54.53,0,72,"GB"
